Journal,缩写,ISSN,EISSN,Catalog,Publisher,CAS-zone,JCR-zone,2024-IF,5-year-IF,JIF Rank,
Information and Communication Technology in Musical Field,INF COMMUN TECHNOL M,2067-9408,2069-654X,艺术学,MEDIA MUSICA,4,N/A,0.2,0.1,N/A,
Law Text Culture,LAW TEXT CULT,1322-9060,2200-7121,社会学,UNIV WOLLONGONG,4,Q4,0.2,0.6,51/64,
Philosophia-International Journal of Philosophy,PHILOS-INT J PHILOS,2244-1875,2244-1883,哲学,PHILIPPINE NATL PHILOSOPHICAL RES SOC,4,N/A,0.2,0.2,N/A,
Reti Saperi Linguaggi-Italian Journal of Cognitive Sciences,RETI SAPERI LINGUAGG,1826-8889,2279-7777,哲学,SOC ED IL MULINO,4,N/A,0.2,0.2,N/A,
Review of Korean Studies,REV KOREAN STUD,1229-0076,1229-0076,社会学,ACAD KOREAN STUDIES,4,N/A,0.2,0.2,N/A,
REVUE BIBLIQUE,REV BIBLIQUE,0035-0907,2466-8583,哲学,PEETERS,2,N/A,0.2,0.2,N/A,
ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS,Z DEUT PALASTINA-VER,0012-1169,N/A,社会学,VERLAG OTTO HARRASSOWITZ,4,N/A,0.2,0.3,N/A,
Architektura & Urbanizmus,ARCHITEKT URBAN,0044-8680,N/A,艺术学,"INST HISTORY SLOVAK ACAD SCIENCES, DEPT ARCHITECTURE INST",3,N/A,0.2,0.3,N/A,
Arenal-Revista de Historia de las Mujeres,ARENAL,1134-6396,1134-6396,历史学,"UNIV GRANADA, EDITORIAL",4,Q2,0.2,0.3,265/538,
Journal of Migration History,J MIGRATION HIST,2351-9916,2351-9924,历史学,BRILL,4,Q2,0.2,N/A,265/538,
Luso-Brazilian Review,LUSO-BRAZ REV,0024-7413,1548-9957,文学,UNIV WISCONSIN PRESS,3,N/A,0.2,0.1,N/A,
Missiology-An International Review,MISSIOLOGY,0091-8296,2051-3623,哲学,SAGE PUBLICATIONS LTD,4,N/A,0.2,0.2,N/A,
MUSEOLOGIA SCIENTIFICA,MUSEOL SCIENTIFICA,1123-265X,1123-265X,社会学,ASSOC NAZIONALE MUSEI SCI,4,N/A,0.2,0.3,N/A,
New Blackfriars,NEW BLACKFRIARS,0028-4289,1741-2005,哲学,CAMBRIDGE UNIV PRESS,4,N/A,0.2,0.2,N/A,
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE,REV HIST MOD CONTEMP,0048-8003,1776-3045,历史学,SOC HISTOIRE MODERNE CONTEMPORAINE,4,Q2,0.2,0.2,265/538,
Tyndale Bulletin,TYNDALE BULL,0082-7118,0082-7118,哲学,TYNDALE HOUSE,2,N/A,0.2,0.3,N/A,
University of Western Australia Law Review,UNIV WEST AUST LAW R,0042-0328,0042-0328,社会学,"UNIV WESTERN AUSTRALIA, LAW SCH",4,Q3,0.2,0.3,313/434,
EGE-Revista de Expresion Grafica en la Edificacion,EGE-REV EXPR GRAF ED,1888-8143,2605-082X,艺术学,"UNIV POLITECNICA VALENCIA, EDITORIAL UPV",4,N/A,0.2,N/A,N/A,
Hispania Sacra,HISP SACRA,0018-215X,1988-4265,N/A,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,N/A,Q2,0.2,0.2,265/538,
Journal of Hindu Studies,J HINDU STUD,1756-4255,1756-4263,哲学,OXFORD UNIV PRESS,4,N/A,0.2,0.2,N/A,
Journal of Language Literature and Culture,J LANG LIT CULT,2051-2856,2051-2864,文学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,N/A,0.2,0.3,N/A,
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,PERS CHALL,2083-8018,2083-8018,哲学,"PONTIFICIAL UNIV JOHN PAUL II CRACOW, FAC THEOLOGY, SEC TARNOW",4,N/A,0.2,0.2,N/A,
Revista de Arquitectura-Bogota,REV ARQUIT,1657-0308,2357-626X,艺术学,"UNIV CATOLICA COLOMBIA, FAC DISENO",4,N/A,0.2,0.4,N/A,
Acta Koreana,ACTA KOREANA,1520-7412,N/A,社会学,KEIMYUNG UNIV,4,N/A,0.2,0.2,N/A,
Estudos Historicos,ESTUD HIST-BRAZIL,0103-2186,2178-1494,历史学,FUNDACAO GETULIO VARGAS-FGV,4,Q2,0.2,0.3,265/538,
Journal of Modern Craft,J MOD CRAFT,1749-6772,1749-6780,N/A,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",N/A,N/A,0.2,0.1,N/A,
Nova Prisutnost,NOVA PRISUT,1334-2312,1848-8676,哲学,KRSCANSKI AKAD KRUG,4,N/A,0.2,0.2,N/A,
Philosophy and Society-Filozofija i Drustvo,PHILOS SOC-FILOZOFIJ,0353-5738,2334-8577,N/A,"UNIV BELGRADE, INST PHILOSOPHY & SOCIAL THEORY",N/A,N/A,0.2,0.1,N/A,
Pneuma,PNEUMA,0272-0965,1570-0747,哲学,BRILL,4,N/A,0.2,0.3,N/A,
Res Rhetorica,RES RHETOR,2392-3113,2392-3113,文学,POLISH RHETORIC SOC,4,N/A,0.2,0.2,N/A,
Revista de Historia da Sociedade e da Cultura,REV HIST SOC CULT,1645-2259,2183-8615,历史学,"UNIV COIMBRA, FAC LETRAS",4,Q2,0.2,0.2,265/538,
South African Journal of African Languages,S AFR J AFR LANG,0257-2117,2305-1159,文学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,N/A,0.2,0.3,N/A,
Studies in European Cinema,STUD EUR CINE,1741-1548,2040-0594,艺术学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,N/A,0.2,0.5,N/A,
Utrecht Journal of International and European Law,UTRECHT J INT EUR LA,N/A,2053-5341,社会学,UBIQUITY PRESS LTD,4,Q3,0.2,0.3,313/434,
Voprosy Yazykoznaniya,VOPR YAZYKOZNANIYA,0373-658X,0373-658X,文学,"Russian Acad Sciences, State Acad Univ Humanities (GAUGN)",3,N/A,0.2,0.3,N/A,
Critical Studies in Mens Fashion,CRIT STUD MENS FASH,2050-070X,2050-0718,社会学,INTELLECT LTD,4,N/A,0.2,0.3,N/A,
EASTERN BUDDHIST,EASTERN BUDDHIST,0012-8708,N/A,N/A,EASTERN BUDDHIST SOC,N/A,N/A,0.2,0.3,N/A,
ECUMENICAL REVIEW,ECUMENICAL REV,0013-0796,1758-6623,哲学,WILEY,4,N/A,0.2,0.2,N/A,
Fotocinema-Revista Cientifica de Cine y Fotografia,FOTOCINEMA,2172-0150,2172-0150,艺术学,FOTOCINEMA,3,N/A,0.2,0.2,N/A,
Journal of International Arbitration,J INT ARBITR,0255-8106,2212-182X,社会学,KLUWER LAW INT,4,Q3,0.2,0.3,313/434,
Muzikologija-Musicology,MUZIKOL-MUSICOL,1450-9814,2406-0976,艺术学,"SERBIAN ACAD SCIENCES & ARTS, INST MUSICOLOGY-SASA",2,N/A,0.2,0.1,N/A,
Nova et Vetera-English Edition,NOVA VETERA,1542-7315,2470-5861,哲学,CATHOLIC UNIV AMER PRESS,4,N/A,0.2,0.3,N/A,
Transcultural Studies,TRANSCULT STUD,2191-6411,2191-6411,历史学,"UNIV HEIDELBERG, EXZELLENZCLUSTER ASIEN & EUROPA GLOBALEN KONTEXT",4,Q2,0.2,0.2,265/538,
VOPROSY FILOSOFII,VOP FILOS,0042-8744,0042-8744,哲学,RUSSIAN ACAD SCIENCES-INST PHILOSOPHY,4,N/A,0.2,0.1,N/A,
Acta Universitatis Sapientiae-Film and Media Studies,ACTA U SAPIENTIAE-FI,2065-5924,2066-7779,艺术学,Scientia Publishing House,3,N/A,0.2,0.2,N/A,
African Diaspora,AFR DIASPORA,1872-5457,1872-5465,社会学,BRILL,4,Q4,0.2,0.4,147/182,
Conformal Geometry and Dynamics,CONFORM GEOM DYN,1088-4173,1088-4173,数学,AMER MATHEMATICAL SOC,4,Q4,0.2,0.3,462/483,
EARLY MUSIC,EARLY MUSIC,0306-1078,1741-7260,艺术学,OXFORD UNIV PRESS,1,N/A,0.2,0.2,N/A,
Gladius,GLADIUS,0436-029X,1988-4168,历史学,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,4,Q2,0.2,0.3,265/538,
Historia Social,HIST SOC-VALENCIA,0214-2570,0214-2570,历史学,"UNIV NACL EDUCACION DISTANCIA-UNED, FUNDACION INST HISTORIA SOCIAL",4,Q2,0.2,0.4,265/538,
Istorija 20 Veka,ISTOR 20 VEKA,0352-3160,2560-3647,历史学,INST CONTEMPORARY HISTORY,4,Q2,0.2,N/A,265/538,
Nauchnyi Dialog,NAUCH DIALOG,2225-756X,2227-1295,文学,TSENTR NAUCHNYKH & OBRAZOVATELNYKH PROEKTOV,4,N/A,0.2,0.1,N/A,
Problemos,PROBLEMOS,1392-1126,2424-6158,哲学,VILNIUS UNIV PRESS,4,N/A,0.2,0.2,N/A,
Review of Middle East Studies,REV MIDDLE EAST STUD,2151-3481,2329-3225,N/A,CAMBRIDGE UNIV PRESS,N/A,Q4,0.2,0.4,147/182,
Social Sciences and Missions-Sciences Sociales et Missions,SOC SCI MISSION,1874-8937,1874-8945,哲学,BRILL,4,N/A,0.2,0.2,N/A,
Teka Komisji Urbanistyki i Architektury,TEKA KOM URBAN ARCH,0079-3450,2450-0038,艺术学,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES",4,N/A,0.2,0.2,N/A,
Belleten,BELLETEN,0041-4255,0041-4255,历史学,TURK TARIH KURUMU,4,Q2,0.2,0.2,265/538,
Early Modern Women-An Interdisciplinary Journal,EARLY MOD WOMEN,1933-0065,2378-4776,历史学,UNIV CHICAGO PRESS,4,N/A,0.2,0.2,N/A,
Filosofskii Zhurnal,FILOS ZHURNAL,2072-0726,2658-4883,哲学,RUSSIAN ACAD SCIENCES-INST PHILOSOPHY,4,N/A,0.2,0.1,N/A,
IDA-International Design and Art Journal,IDA-INT DES ART J,N/A,2687-5373,N/A,Nilay OZSAVAS ULUCAY,N/A,N/A,0.2,N/A,N/A,
Logos-Journal of the World Publishing Community,LOGOS J WORLD PUBL C,0957-9656,1878-4712,社会学,BRILL,4,N/A,0.2,0.2,N/A,
RUSSIAN HISTORY-HISTOIRE RUSSE,RUSS HIST-HIST RUSS,0094-288X,N/A,历史学,BRILL,4,Q2,0.2,0.2,265/538,
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,STUD HIST GARD DES L,1460-1176,1943-2186,艺术学,TAYLOR & FRANCIS LTD,3,N/A,0.2,0.1,N/A,
Al-Jamiah-Journal of Islamic Studies,AL-JAMIAH,0126-012X,2338-557X,哲学,SUNAN KALIJAGA STATE ISLAMIC UNIV,3,N/A,0.2,0.4,N/A,
Archiv fur Religionsgeschichte,ARCH RELIG,1436-3038,1868-8888,哲学,WALTER DE GRUYTER GMBH,4,N/A,0.2,0.2,N/A,
European Journal of East Asian Studies,EUR J E ASIAN STUD,1568-0584,1570-0615,N/A,BRILL,N/A,Q4,0.2,N/A,147/182,
HEYTHROP JOURNAL,HEYTHROP J,0018-1196,1468-2265,哲学,WILEY,4,N/A,0.2,0.2,N/A,
Historia-Santiago,HISTORIA-SANTIAGO,0717-7194,0717-7194,历史学,"PONTIFICA UNIV CATOLICA CHILE, INST HISTORIA",4,Q2,0.2,0.4,265/538,
HUDEBNI VEDA,HUDEBNI VEDA,0018-7003,2694-6998,艺术学,CZECH ACAD SCIENCES PRESS,3,N/A,0.2,0.1,N/A,
Journal of Law and Social Deviance,J LAW SOC DEVIANCE,2165-5219,2164-4721,社会学,JOURNAL LAW & SOCIAL DEVIANCE,4,Q3,0.2,0.2,313/434,
Kocatepe Islami Ilimler Dergisi,KOCATEPE ISLAM ILIM,N/A,2757-8399,N/A,AFYON KOCATEPE UNIV,N/A,N/A,0.2,N/A,N/A,
Kyungpook Mathematical Journal,KYUNGPOOK MATH J,1225-6951,0454-8124,数学,"KYUNGPOOK NATL UNIV, DEPT MATHEMATICS",4,Q4,0.2,0.4,462/483,
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,MANUSCR STUD,2381-5329,2380-1190,社会学,UNIV PENNSYLVANIA PRESS,4,N/A,0.2,0.2,N/A,
Metaphysica-International Journal for Ontology & Metaphysics,METAPHYSICA,1437-2053,1874-6373,哲学,WALTER DE GRUYTER GMBH,4,N/A,0.2,0.2,N/A,
Philosophical Inquiries,PHILOS INQ,2281-8618,2282-0248,哲学,EDIZIONI ETS,4,N/A,0.2,0.3,N/A,
Revista Musical Chilena,REV MUSIC CHIL,0716-2790,0717-6252,艺术学,"UNIV CHILE, FACULTY ARTS",3,N/A,0.2,0.3,N/A,
Revista Universitaria de Historia Militar,REV UNIV HIST MIL,2254-6111,2254-6111,历史学,REVISTA UNIV HISTORIA MILITAR,4,Q2,0.2,0.2,265/538,
Sakarya Universitesi Ilahiyat Fakultesi Dergisi-Journal of Sakarya University Faculty of Theology,SAKARYA U ILAHIYAT F,2146-9806,1304-6535,哲学,SAKARYA UNIV,4,N/A,0.2,0.2,N/A,
Victorian Periodicals Review,VIC PERIOD REV,0709-4698,1712-526X,文学,JOHNS HOPKINS UNIV PRESS,2,N/A,0.2,N/A,N/A,
Anales de Historia del Arte,AN HIST ARTE,0214-6452,1988-2491,艺术学,Univ Complutense De Madrid,3,N/A,0.2,0.1,N/A,
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,DEUT Z PHILOS,0012-1045,2192-1482,N/A,WALTER DE GRUYTER GMBH,N/A,N/A,0.2,0.2,N/A,
Hume Studies,HUME STUD,0319-7336,1947-9921,哲学,HUME SOCIETY,2,N/A,0.2,0.1,N/A,
International Review of Pragmatics,INT REV PRAGMAT,1877-3095,1877-3109,文学,BRILL,4,N/A,0.2,0.5,N/A,
Journal of Aesthetics and Phenomenology,J AESTHET PHENOMENOL,2053-9320,2053-9339,哲学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,N/A,0.2,0.4,N/A,
Studi Musicali-Nuova Serie,STUD MUSIC,0391-7789,2037-6413,艺术学,"ACCAD NAZ SANTA CECILIA, FONDAZIONE",3,N/A,0.2,0.1,N/A,
Teoria-Rivista di Filosofia,TEORIA,1122-1259,N/A,哲学,EDIZIONI ETS,4,N/A,0.2,0.1,N/A,
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,VIERTELJAHR ZEITGES,0042-5702,2196-7121,历史学,WALTER DE GRUYTER GMBH,4,Q2,0.2,0.3,265/538,
Contemporanea,CONTEMPORANEA,1127-3070,2612-2235,历史学,FABRIZIO SERRA EDITORE,4,Q2,0.2,0.4,265/538,
CONTEMPORARY PSYCHOANALYSIS,CONTEMP PSYCHOANAL,0010-7530,2330-9091,心理学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,Q4,0.2,0.4,19/22,
Jebat-Malaysian Journal of History Politics and Strategic Studies,JEBAT,0126-5644,2180-0251,历史学,"UNIV KEBANGSAAN MALAYSIA, CENTRE HISTORY POLITICS & STRATEGIC STUDIES",4,Q2,0.2,0.3,265/538,
JOURNAL OF AMERICAN CULTURE,J AM CULTURE,1542-7331,1542-734X,文学,WILEY,4,N/A,0.2,0.2,N/A,
JOURNAL OF POPULAR CULTURE,J POP CULT,0022-3840,1540-5931,社会学,WILEY,4,Q4,0.2,0.4,51/64,
Journal of the Musical Arts in Africa,J MUSIC ARTS AFR,1812-1004,2070-626X,艺术学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,N/A,0.2,0.2,N/A,
MODERNA SPRAK,MOD SPRAK,2000-3560,2000-3560,文学,LMS-MODERN LANG TEACHERS ASSOC,4,N/A,0.2,0.2,N/A,
Newman Studies Journal,NEWMAN STUD J,1547-9080,2153-6945,哲学,CATHOLIC UNIV AMER PRESS,4,N/A,0.2,0.2,N/A,
STUDI STORICI,STUD STORICI,0039-3037,2036-458X,历史学,CAROCCI EDITORE SPA,4,Q2,0.2,0.2,265/538,
Yearbook of Phraseology,YEARB PHRASEOL,1868-632X,1868-6338,文学,WALTER DE GRUYTER GMBH,4,N/A,0.2,0.5,N/A,
ACADIENSIS,ACADIENSIS,0044-5851,1712-7432,历史学,UNIV NEW BRUNSWICK,4,Q2,0.2,0.1,265/538,
AMERICAN MUSIC,AM MUSIC,0734-4392,1945-2349,艺术学,UNIV ILLINOIS PRESS,3,N/A,0.2,0.4,N/A,
CONTEMPORARY LITERATURE,CONTEMP LITERATURE,0010-7484,1548-9949,文学,UNIV WISCONSIN PRESS,4,N/A,0.2,0.3,N/A,
Contemporary Pragmatism,CONTEMP PRAGMAT,1572-3429,1875-8185,哲学,BRILL,4,N/A,0.2,0.1,N/A,
Cumhuriyet Ilahiyat Dergisi-Cumhuriyet Theology Journal,CUMHUR ILAH DERG,2528-9861,2528-987X,哲学,"CUMHURIYET UNIV, FAC THEOLOGY",4,N/A,0.2,0.2,N/A,
Filologia Mediolatina,FILOL MEDIOLAT,1124-0008,N/A,历史学,SISMEL EDIZIONI GALLUZZO,4,N/A,0.2,0.1,N/A,
Impossibilia-Revista Internacional de Estudios Literarios,IMPOSSIBILIA,2174-2464,2174-2464,N/A,ASSOC CULTURAL IMPOSSIBILIA,N/A,N/A,0.2,0.2,N/A,
Journal of Science and Technology of the Arts,J SCI TECHNOL ARTS,1646-9798,2183-0088,艺术学,UNIV CATOLICA PORTUGUESA,3,N/A,0.2,0.2,N/A,
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,J WARBURG COURTAULD,0075-4390,2044-0014,艺术学,WARBURG INST,2,N/A,0.2,0.3,N/A,
Nineteenth-Century Contexts-An Interdisciplinary Journal,19 CENTURY CONTEXTS,0890-5495,1477-2663,文学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,N/A,0.2,0.2,N/A,
Perspectiva Teologica,PERSPECT TEOL,0102-4469,2176-8757,哲学,"CENTRO ESTUDOS SUPERIORES COMPANHIA JESUS, FAC TEOLOGIA",3,N/A,0.2,0.1,N/A,
RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW,RACAR,0315-9906,1918-4778,艺术学,UNIV ART ASSOC CANADA,3,N/A,0.2,0.2,N/A,
Rupkatha Journal on Interdisciplinary Studies in Humanities,RUPKATHA J INTERDISC,0975-2935,0975-2935,社会学,AESTHETICS MEDIA SERVICES-AESTHETIXMS,4,N/A,0.2,0.2,N/A,
Tarih Incelemeleri Dergisi,TAR INCEL DERG,0257-4152,0257-4152,历史学,E.U. Printing and Publishing House,4,Q2,0.2,0.1,265/538,
Uniform Law Review,UNIF LAW REV,1124-3694,2050-9065,社会学,OXFORD UNIV PRESS,4,Q3,0.2,0.4,313/434,
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY,Z ANTIKES CHRIST-J A,0949-9571,1612-961X,哲学,WALTER DE GRUYTER GMBH,3,N/A,0.2,0.3,N/A,
British Journal of American Legal Studies,BRIT J AM LEG STUD,2049-4092,2719-5864,社会学,SCIENDO,4,Q3,0.2,0.2,313/434,
CHINESE STUDIES IN HISTORY,CHINESE STUD HIST,0009-4633,1558-0407,历史学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,Q2,0.2,0.3,265/538,
Fronteras de la Historia,FRONT HIST,2027-4688,2539-4711,历史学,INST COLOMBIANO ANTROPOLOGIA & HISTORIA,4,Q2,0.2,0.3,265/538,
Horror Studies,HORROR STUD,2040-3275,2040-3283,N/A,INTELLECT LTD,N/A,N/A,0.2,0.3,N/A,
International Review of Mission,INT REV MISSION,0020-8582,1758-6631,哲学,WILEY,4,N/A,0.2,0.2,N/A,
Kant Yearbook,KANT YEARB,1868-4599,1868-4602,N/A,WALTER DE GRUYTER GMBH,N/A,N/A,0.2,0.4,N/A,
On the Waterfront,WATERFRONT,1139-7365,1139-7365,艺术学,"UNIV BARCELONA, FAC FINE ARTS",4,N/A,0.2,0.2,N/A,
SAECULUM,SAECULUM,0080-5319,2194-4075,历史学,BOEHLAU VERLAG GMBH & CIE,4,Q2,0.2,0.1,265/538,
Studia Metrica et Poetica,STUD METR POETICA,2346-6901,2346-691X,文学,UNIV TARTU PRESS,2,N/A,0.2,0.2,N/A,
Balkan Journal of Philosophy,BALK J PHILOS,1313-888X,2367-5438,哲学,ACAD PUBL HOUSE,4,N/A,0.2,0.1,N/A,
Bible Translator,BIBLE TRANSL,2051-6770,2051-6789,哲学,SAGE PUBLICATIONS LTD,4,N/A,0.2,0.1,N/A,
Eskiyeni,ESKIYENI,1306-6218,2636-8536,哲学,ANADOLU ILAHIYAT AKADEMISI,4,N/A,0.2,N/A,N/A,
HISTORISCHES JAHRBUCH,HIST JAHRB,0018-2621,N/A,历史学,VERLAG KARL ALBER,3,Q2,0.2,0.1,265/538,
Japanese Journal of Sociology,JPN J SOCIOL,2769-1365,2769-1357,社会学,WILEY,4,Q4,0.2,0.2,201/219,
Journal of Pentecostal Theology,J PENTECOSTAL THEOL,0966-7369,1745-5251,哲学,BRILL,3,N/A,0.2,0.1,N/A,
Journal of Reformed Theology,J REFORM THEOL,1872-5163,1569-7312,哲学,BRILL,4,N/A,0.2,0.1,N/A,
VLC Arquitectura-Research Journal,VLC ARQUIT,2341-3050,2341-2747,艺术学,"UNIV POLITECNICA VALENCIA, EDITORIAL UPV",3,N/A,0.2,0.2,N/A,
Vox Patrum,VOX PATRUM,0860-9411,2719-3586,哲学,JOHN PAUL II CATHOLIC UNIV LUBLIN,4,Q2,0.2,N/A,265/538,
Acta Universitatis Carolinae Theologica,ACTA UNIV CAROL THEO,1804-5588,2336-3398,哲学,"CHARLES UNIV PRAGUE, KAROLINUM PRESS",3,N/A,0.2,N/A,N/A,
American Art,AM ART,1073-9300,1549-6503,艺术学,UNIV CHICAGO PRESS,3,N/A,0.2,0.3,N/A,
Anuario Calderoniano,ANU CALDERON,1888-8046,N/A,文学,IBEROAMERICANA EDITORIAL VERVUERT S L,4,N/A,0.2,0.1,N/A,
ARCADIA,ARCADIA,0003-7982,1613-0642,文学,WALTER DE GRUYTER GMBH,4,N/A,0.2,0.3,N/A,
Argumenta,ARGUMENTA-ITALY,N/A,2465-2334,N/A,UNIV SASSARI,N/A,Q4,0.2,N/A,92/112,
FISH PATHOLOGY,FISH PATHOL,0388-788X,1881-7335,农林科学,JAPAN SOC FISH PATHOL DEPT FISHERIES-FAC AGR,4,Q4,0.2,0.4,159/170,
International Review of Scottish Studies,INT REV SCOTT STUD,0703-1580,1923-5763,社会学,"UNIV GUELPH, DEPT HISTORY",4,N/A,0.2,0.1,N/A,
Revista Historia Autonoma,REV HIST AUTON,2254-8726,2254-8726,历史学,ASOC HISTORIA AUTONOMA,4,Q2,0.2,0.2,265/538,
Skandinavskaya Filologiya,SKAND FILOL,0202-2397,2618-9518,文学,ST PETERSBURG UNIV PRESS,4,N/A,0.2,0.1,N/A,
Taida Journal of Art History,TAIDA J ART HIST,1023-2095,N/A,艺术学,"NATL TAIWAN UNIV, GRADUATE INST ART",3,N/A,0.2,0.2,N/A,
Voprosy Onomastiki-Problems of Onomastics,VOPR ONOMAST,1994-2400,1994-2451,文学,URAL FEDERAL UNIV,3,N/A,0.2,0.2,N/A,
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE,Z RELIG GEISTESGESCH,0044-3441,N/A,哲学,BRILL,4,N/A,0.2,0.1,N/A,
Anales del Seminario de Historia de la Filosofia,AN SEMIN HIST FILOS,0211-2337,1988-2564,哲学,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",3,N/A,0.2,0.2,N/A,
Bajo Palabra-Journal of Philosophy,BAJO PALABRA,1576-3935,1887-505X,N/A,"UNIV AUTONOMA MADRID, SERVICIO PUBLICACIONES",N/A,N/A,0.2,0.2,N/A,
Bulletin of the John Rylands Library,B JOHN RYLANDS LIBR,2054-9318,2054-9326,历史学,MANCHESTER UNIV PRESS,4,N/A,0.2,0.3,N/A,
Edinburgh Law Review,EDINB LAW REV,1364-9809,1755-1692,社会学,EDINBURGH UNIV PRESS,4,Q3,0.2,0.2,313/434,
Hispania Nova,HISP NOVA,1138-7319,1138-7319,历史学,"UNIV CARLOS III MADRID, FAC HUMANIDADES COMUNICACION & DOCUMENTACION",4,Q2,0.2,0.3,265/538,
Jordan Journal of Modern Languages & Literature,JORD J MOD LANG LIT,1994-6953,2304-8069,文学,"YARMOUK UNIV, DEANSHIP RESEARCH & GRADUATE STUDIES",4,N/A,0.2,0.2,N/A,
Journal of Austrian Studies,J AUSTRIAN STUD,2165-669X,2327-1809,文学,UNIV NEBRASKA PRESS,4,N/A,0.2,0.1,N/A,
LINGUA E STILE,LINGUA STILE,0024-385X,0024-385X,文学,SOC ED IL MULINO,4,N/A,0.2,0.1,N/A,
Linguistic Research,LINGUIST RES,1229-1374,1229-1374,文学,"KYUNGHEE UNIV, INST STUDY LANGUAGE & INFORMATION",3,N/A,0.2,0.3,N/A,
Logos-Revista de Linguistica Filosofia y Literatura,LOGOS-REV LINGUIST F,0716-7520,0719-3262,N/A,"UNIV SERENA, FAC HUMANIDADES",N/A,N/A,0.2,0.3,N/A,
Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,PHILOBIBLON,1224-7448,2247-8442,文学,BIBLIOTECA CENTRALA UNIV LUCIAN BLAGA CLUJ-NAPOCA,4,N/A,0.2,0.1,N/A,
TPM-The Philosophers Magazine,TPM-PHILOS MAG,1354-814X,2048-4674,哲学,PHILOSOPHY DOCUMENTATION CENTER,4,N/A,0.2,0.2,N/A,
Analysis in Theory and Applications,ANAL THEOR APPL,1672-4070,1573-8175,数学,GLOBAL SCIENCE PRESS,4,Q4,0.2,N/A,462/483,
Contemporary French Civilization,CONTEMP FR CIVILIZ,0147-9156,2044-396X,N/A,LIVERPOOL UNIV PRESS,N/A,Q4,0.2,N/A,51/64,
Environmental and Planning Law Journal,ENVIRON PLAN LAW J,0813-300X,0813-300X,社会学,LAWBOOK CO LTD,4,Q3,0.2,0.3,313/434,
Jazz Research Journal,JAZZ RES J,1753-8637,1753-8645,艺术学,EQUINOX PUBLISHING LTD,4,N/A,0.2,0.2,N/A,
JOURNAL OF FEMINIST STUDIES IN RELIGION,J FEMINIST STUD REL,8755-4178,1553-3913,哲学,INDIANA UNIV PRESS,4,N/A,0.2,0.3,N/A,
Kriterion-Revista de Filosofia,KRITERION-BELO HORIZ,0100-512X,1981-5336,哲学,"UNIV FED MINAS GERAIS, DEPT FILOSOFIA & CIENCIAS HUMANAS",4,N/A,0.2,0.1,N/A,
Statute Law Review,STATUTE LAW REV,0144-3593,1464-3863,社会学,OXFORD UNIV PRESS,4,Q3,0.2,0.2,313/434,
UNIVERSITY OF PITTSBURGH LAW REVIEW,U PITT LAW REV,0041-9915,1942-8405,社会学,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM",4,Q3,0.2,0.2,313/434,
Asia-Pacific Journal-Japan Focus,ASIA-PAC J-JPN FOCU,1557-4660,1557-4660,社会学,JAPAN FOCUS,4,Q4,0.2,0.3,147/182,
JOURNAL OF CHINESE LINGUISTICS,J CHINESE LINGUIST,0091-3723,0091-3723,文学,JOURNAL CHINESE LINGUISTICS,4,Q4,0.2,0.3,267/303,
Mathematics Enthusiast,MATH ENTHUS,1551-3440,1551-3440,数学,"UNIV MONTANA, DEPT MATHEMATICAL SCIENCES",4,Q4,0.2,0.3,462/483,
Nordisk Judaistik-Scandinavian Jewish Studies,NORDISK JUD,0348-1646,2343-4929,社会学,DONNER INST RESEARCH RELIGIOUS & CULTURAL HISTORY,4,N/A,0.2,0.3,N/A,
TOPIA-Canadian Journal of Cultural Studies,TOPIA,1206-0143,1916-0194,社会学,UNIV TORONTO PRESS INC,4,Q4,0.2,0.3,51/64,
